Product name,Price,Stock status,Description,Detail URL,Listing Page Number
Far Cry 5,"69,99 €",Out of stock,"Welcome to Hope County, Montana. This idyllic location is home to a community of freedom-loving people - and a fanatical doomsday cult known by many as The Project at Eden's Gate. Led by the charismatic prophet Joseph Seed and his devoted siblings, Eden's Gate has been surreptitiously infiltrating all aspects of daily life. When your arrival incites the cult to violently assume control of the region, you have to rise up ans spark the fires of resistance to liberate the besieged community. Freely explore Hope Couny's rivers, lands and skies with the largest customisable weapon and vehicle roster ever in a Far Cry game. You are the hero of the story in a world that hits back with every strike, and where the places you discover and the locals you team up with will shape your story in ways you will never anticipate. [Ubisoft]",https://sandbox.oxylabs.io/products/692,22
Okamiden,"83,99 €",In stock,"Taking place many months after the events of Okami, Okamiden follows the adventures of Chibiterasu - a young sun god who is summoned to protect and restore the land. Armed with a majestic celestial brush and a vibrant cast of partners with unique powers and abilities, this little god is ready to make its mark on the world.",https://sandbox.oxylabs.io/products/693,22
Space Invaders Extreme 2,"74,99 €",Out of stock,"Shoot, attack and stave off the assault by defeating all the Invaders on the screen. After annihilating a battalion of Invaders and defeating the Boss, players move on to the next stage. But it’s ""Game Over"" if players lose all of their stock cannons! [Square Enix]",https://sandbox.oxylabs.io/products/694,22
Kero Blaster,"71,99 €",In stock,"A classically-styled 2D side scrolling action game packed with adventure. You are a bipedal frog and a master of the Custodial Sciences, charged with the unenviable task of ridding your company's teleporters of strange black creatures. Fight for your life through a menagerie of unique monsters while getting your hands on exciting new tools of the trade.",https://sandbox.oxylabs.io/products/695,22
"Invisible, Inc. Console Edition","69,99 €",Out of stock,"Invisible, Inc. is a mercenary espionage agency operating in the latter years of the 21st century. Infiltrate procedurally generated corporate facilities in tense, turn-based missions where every move could be your last. Find profit in chaos as you guide your team around the world in search of lucrative contracts.",https://sandbox.oxylabs.io/products/696,22
Castle Crashers,"88,99 €",In stock,"[Xbox Live Arcade]  Hack, slash, and smash your way to victory in this red-hot arcade adventure from the award-winning development studio, The Behemoth. Featuring hand-drawn characters, Castle Crashers delivers unique hi-res illustrated visuals. Play with up to three friends locally or over Xbox Live and discover the mind-boggling magic and mystery in the amazing world created just for you. Save your princess, defend your kingdom, and crash some castles! Play with more than 20 unlockable characters, 40 weapons to customize your hero, and an arsenal of combos and magical attacks to choose from. [The Behemoth]",https://sandbox.oxylabs.io/products/697,22
VIDEOBALL,"76,99 €",Out of stock,"VIDEOBALL is an abstract minimalist electronic sport. It is casual in that it uses only one stick and one button and you can play it while hanging out with your friends who do not normally play games. It is hardcore in that if you are good at it you and your opponents will scream and you will scream too, because your opponents are screaming.",https://sandbox.oxylabs.io/products/698,22
Gunman Clive,"79,99 €",In stock,"In the year of 18XX, the west is overrun by thugs and outlaws. 

A group of bandits have kidnapped Mayor Johnsons daughter and are spreading havoc across the land. Only Gunman Clive can bring order to the west and save the girl! 

Jump and shoot your way across diverse and challenging levels and fight massive bosses. Gunman Clive is an old-school sidescrolling platform game set in the old west with full 3D graphics and a unique artstyle. Bring out your inner cowboy and get ready for some real gunslinger action.",https://sandbox.oxylabs.io/products/699,22
Vectronom,"84,99 €",Out of stock,"Vectronom is a rhythm-based 3D platformer played in isometric view. Obstacles in the levels change in sync with the music, forcing players to memorize patterns and solve environment-specific riddles while moving to the beat of the music.",https://sandbox.oxylabs.io/products/700,22
Slime-san,"83,99 €",In stock,Three slimetastic adventures!!! Slime your way out of a giant worm! Take down bosses with surgical precision!,https://sandbox.oxylabs.io/products/701,22
The Sims 4: Eco Lifestyle,"33,99 €",Out of stock,"Ready for your Sims to impact their world? Move into a community of fellow collaborative makers in The Sims 4 Eco Lifestyle Expansion Pack!* Play to change and make a difference in the new world of Evergreen Harbor. Help your new neighbors decide on a Community Space Project, reduce your eco footprint, and watch your neighborhood transform. You’ll be surprised by what happens when your Sims start making the rules. [EA]",https://sandbox.oxylabs.io/products/702,22
SOLAS 128,"82,99 €",In stock,"SOLAS 128 takes place within a neon clockwork mechanism that is under attack. A strange external force has taken over, leaving disarray in its wake. Players must carefully repair the machine by learning how it works, and solving over 150 interlocking screens of puzzles.

At its heart, SOLAS 128 is a beam deflection game with a difference. Instead of light beams, the game is built around distinct pulses which move in perfect sync with the unique, neon-soaked synthwave soundtrack. Players will need to reflect, collide, merge, split, and filter these pulses to explore the strange space, and reconnect the pathways that have been destroyed. Soon puzzles will start to spill across multiple screens, and they’ll need to think big to orchestrate a solution for the game’s damaged clockwork.",https://sandbox.oxylabs.io/products/703,22
XCOM: Enemy Unknown Plus,"82,99 €",Out of stock,"Threatened by an unknown enemy, the Earth's governments unite to form a secret paramilitary organization, known as XCOM, to combat this extraterrestrial attack. As the commander of XCOM, you control the global defense team and its resources in a battle against the terrifying alien invasion. XCOM: Enemy Unknown is a reimagining of X-COM, the classic strategy game from 1993, and developed by the award-winning creators of Civilization. You will control the fate of the human race by creating and managing a fully operational base, researching alien technologies, planning combat missions, and controlling soldier movement in battle.",https://sandbox.oxylabs.io/products/704,22
Sega GT 2002,"79,99 €",In stock,"Sega GT 2002 features more than 125 current and classic high-performance vehicles that reflect the handling and performance specifications from their real-life counterparts. Chronicle mode puts you behind the wheel of hot rods from the 60s, 70s, and 80s, while the Quick Battle mode lets you jump right into the action. The true test, however, lies in Sega GT 2002 mode, in which you must win races and collect enough cash to buy new cars and upgrade the classics. You can showcase cars in the Virtual Garage alongside trophies and other mementos.",https://sandbox.oxylabs.io/products/705,23
Airborne Assault: Red Devils Over Arnhem,"74,99 €",Out of stock,"Take part in the biggest Airborne operation in history! Can your British ""Red Devils"" seize and hold the Rhine crossings and end the war before Christmas 1944? Or can your desperate German forces resist the onslaught and eliminate this threat to the German heartland?",https://sandbox.oxylabs.io/products/706,23
Tekken Advance,"77,99 €",In stock,"Finally, the biggest, baddest bruiser of them all goes portable! And it's all here... the vicious combos, the killer graphics, and the greatest fighters. Practive your technique, remember to sidestep, and pray your skills are up to the challenge. Nothing compares to the massive bone crunching moves and brutal face-poundings of the King of Iron Fist Tournament.",https://sandbox.oxylabs.io/products/707,23
Crazy Taxi 2,"83,99 €",Out of stock,"The Crazy Taxi Cab Co. has set up shop in New York City, and the streets of the Big Apple will never be the same. Hop into your ride and scour the city for fares. Race against the clock for a big payoff!",https://sandbox.oxylabs.io/products/708,23
Fallout Tactics: Brotherhood of Steel,"77,99 €",In stock,"This latest entry in the post-nuclear ""Fallout"" series is not the third chronological installment, but rather a spin-off that takes place between the first two episodes and which shifts the focus of the series from its original RPG, story-based roots in favor of strategic, tactical, squad-based combat.",https://sandbox.oxylabs.io/products/709,23
Ogre Battle 64,"89,99 €",Out of stock,The Holy Lodis Empire is planning the domination of the entire continent of Zeteginia! It is up to you to raise the flag of revolution and rid the land of the Lodis threat. Make decisions in real-time and take control of numerous characters to prove victorious on the battlefield and regain freedom for all people!,https://sandbox.oxylabs.io/products/710,23
Sonic Rush,"81,99 €",In stock,"Everyone's favorite blue dude with 'tude, Sonic the Hedgehog, blasts his way onto the Nintendo DS and takes high-speed action gaming to a new level...literally! Sonic pairs up with royalty - Queen, Blaze the Cat - from another dimension to save the universe from utter destruction. Sonic Rush takes full advantage of the dual screens on the Nintendo DS system to deliver a frenetic adventure with dizzying dives, near vertical curves, extreme jumps, brain-twisting loops and more. [Sega]",https://sandbox.oxylabs.io/products/711,23
Need for Speed: Underground 2,"86,99 €",Out of stock,"Need for Speed Underground 2 challenges gamers to immerse themselves in the tuner culture, exploring an expansive, free-roaming city divided into five distinct neighborhoods. Gamers encounter rival racers who initiate events, tip players off to the hottest racing spots, and show them where to buy the most sought-after licensed aftermarket upgrades. The game features new game modes, deep new performance customization and tuning, and more than 30 licensed cars. The game also delivers twice the visual customization upgrades as the original game, providing a staggering 70 billion possible car combinations for total automotive self-expression. [Electronic Arts]",https://sandbox.oxylabs.io/products/712,23
Art of Balance Touch!,"74,99 €",In stock,"Grab your stylus and build a balanced stack in this physics-based puzzler!

Puzzle games must be addictive. This was our top priority during the development of the game. That's why we designed 200 levels that not only challenge your skills but also your imagination. With its perfect touch controls Art of Balance TOUCH! is easy to pick up and hard to put away.

Seeking a real challenge? Then try out the new endurance mode and drive your score ever higher.

Art of Balance TOUCH! brings the ultimate just one more puzzle experience to your Nintendo 3DS.

Master 200 levels
Discover 8 unique worlds
Play with your Stylus or with the SlidePad",https://sandbox.oxylabs.io/products/713,23
NHL Eastside Hockey Manager 2005,"66,99 €",Out of stock,"Enter the world of professional Ice Hockey... Sports Interactive style. Selecting your team from more than 20 leagues around the globe, including the vaunted NHL, you'll strive to become the greatest hockey manager of all time. Build a dynasty for the future as you scout, draft and sign up new talent. You'll also need to enter negotiations to trade players and strengthen your squad. Once you've assembled a winning combination it's time to select tactics and lead your team to victory.  wealth of choice, with more than 20 playable leagues from all over the world. A comprehensive database of over 3,000 real teams offering incredible depth. In excess of 32,000 players and members of staff. Updated rules and competition regulations. [Sega Europe]",https://sandbox.oxylabs.io/products/714,23
Legend of Grimrock,"81,99 €",In stock,"Legend of Grimrock is a dungeon crawling game inspired by oldschool classics of the genre while still bringing its own twists to the game. The game features survival, combat, magic, puzzles and role-playing elements. The player is a prisoner sentenced to death and exiled to the secluded Mount Grimrock for vile crimes he may or may not have committed. Unbeknownst to his captivators, the mountain is riddled with ancient tunnels and dungeons. The player's mission is to form a team and escape by descending through the mountain, level by level. During the journey the player encounters mysterious puzzles, deadly traps, ancient tombs and horrible monsters left behind by crumbled civilizations long perished now. Find out more at http://www.grimrock.net",https://sandbox.oxylabs.io/products/715,23
Borderlands Legendary Collection,"84,99 €",Out of stock,"Get three times the mayhem, three times the loot, and three times the action with the Borderlands Legendary Collection! Kill bandits and beasts, collect powerful weaponry, and maybe even save the universe in Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The Pre-Sequel, along with piles of bonus add-on content for each game, adding 100+ hours of gameplay at an incredible value.

* Enjoy all three games solo or cooperatively with local two-player split-screen or four-player online play

* Borderlands: Game of the Year Edition - Discover the co-op shooter-looter that started it all, crammed with content and enhancements! Equip bazillions of guns as one of four trigger-happy mercenaries, each with unique RPG skills. Take on the lawless desolate planet Pandora in pursuit of powerful alien technology rumored to be inside an ancient Vault.

* Borderlands 2 - Play as one of six vault hunters attempting to liberate Pandora from evil mastermind and corporate CEO Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in a relentless quest for revenge and redemption.

* Borderlands: The Pre-Sequel - Discover the story behind Borderlands 2 villain, Handsome Jack, and his rise to power. Set between the events of Borderlands and Borderlands 2, The Pre-Sequel gives you a whole lotta new gameplay and features the genre-blending fusion of shooter and RPG mechanics that players have come to love. 

The Borderlands Legendary Collection versions of Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The Pre-Sequel come complete with loads of extra content, including the following major add-ons:

Borderlands: Game of the Year Edition
- The Zombie Island of Dr. Ned
- Mad Moxxi's Underdome Riot
- The Secret Armory of General Knoxx
- Claptrap's New Robot Revolution

Borderlands 2
- Captain Scarlett and Her Pirate's Booty
- Mr. Torgue's Campaign of Carnage
- Sir Hammerlock's Big Game Hunt
- Tiny Tina's Assault on Dragon Keep
- Mechromancer Pack (play as Gaige)
- Psycho Pack (play as Krieg)

Borderlands: The Pre-Sequel
- Claptastic Voyage
- The Holodome Onslaught
- Baroness Pack (play as Aurelia)
- Handsome Jack Doppelganger Pack (play as ""Jack"")",https://sandbox.oxylabs.io/products/716,23
Dominions 3: The Awakening,"77,99 €",In stock,"Dominions 3: The Awakening, is the follow up to the acclaimed fantasy strategy game, Dominions 2: The Ascension Wars. While that game set the bar for rich, engrossing turn-based fantasy strategy gaming, Dominions 3: The Awakening seeks to raise it once more. Leading one of over fifty possible nations in three different Ages, it is your goal to ascend to true godhood using all the power at your disposal. In a world of magic and steel the options to attain victory are as numerous as the cries of mercy from your vanquished foes. Whether you use military might, eldritch power, or subterfuge (or more likely, a combination of all three) every turn is about options. Recruit troops (more than 1500 units found in the game), assassinate the enemy, scout territory, research magic (600+ spells and 300+ magic items), perform rituals, do a blood hunt, storm a castle, construct, pray, forge - the list goes on. [Shrapnel Games]",https://sandbox.oxylabs.io/products/717,23
NyxQuest: Kindred Spirits,"82,99 €",Out of stock,"[WiiWare; also known as ""Icarian: Kindred Spirits""]  Experience the awesome story of Nyx, an enigmatic winged girl who must descend from heaven in search of her missing friend, Icarus. Fly over the ruins of ancient Greece and avoid falling into blazing sands or perishing in the claws of cruel harpies and hydras. You will need the help of Zeus and other benevolent gods from Olympus to summon their powers. They will let you cast rays, modify the scenery and control winds as you wish. By making your own wrist movements and pointing to the game screen, you will be able to achieve these and many other feats. Fly, aim and shoot using your Wii Remote™ controller. Play with a friend and maximize your abilities: While one controls Nyx, the other will control the powers from the gods. [Nintendo]",https://sandbox.oxylabs.io/products/718,23
Prince of Persia Classic,"71,99 €",In stock,"[Xbox Live Arcade]  While the Sultan of Persia is away for a war, the evil Vizier seizes the throne for himself. He has also imprisoned the beautiful Princess and has given her an hour to decide her fate – marry him or die. As the courageous Prince, you have 60 minutes to complete the mission of saving the Princess from her deadly fate. Developed by Gameloft, Prince of Persia Classic has received a brand-new coat of paint with character designs, animations, visuals and lighting effects giving the game a close to 3D look. To freshen the gameplay experience, new traps, puzzles and enemies have also been added. [Ubisoft]",https://sandbox.oxylabs.io/products/719,23
Star Fox Adventures,"79,99 €",Out of stock,"General Scales has unleashed powers that are tearing apart the once-peaceful Dinosaur Planet. With the survival of his home planet at risk, Fox McCloud receives an urgent message to battle Scales and his vast army of SharpClaws. As Fox, you'll gain support from Star Fox Team members Slippy, Peppy, and Rob. You must rely on the mystical powers of a unique staff as you battle Scales' minions, befriend peaceful plant-eaters, and encounter eerie spirits that hold the key to the planet's survival.",https://sandbox.oxylabs.io/products/720,23
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,"79,99 €",In stock,"[WiiWare]  Strong Badia the Free is the second of five monthly episodes starring Strong Bad-the self-proclaimed ""coolest person ever""-and the rest of the cast from the popular Homestar Runner Web cartoons. When Strong Bad fails to obey the King of Town's totally unfair e-mail tax, he's placed under house arrest. Once freed from his wrongful imprisonment, Strong Bad goes on a mission to unite the local warring factions under the Strong Badian flag. Is Free Country USA ready for such an awesome ruler? Strong Bad Episode 2: Strong Badia the Free also has the Videlectrix arcade classic ""Math Kickers Featuring the Algebros,"" plus all-new achievements, collectibles, costumes and Teen Girl Squad comics. You can even use Strong Bad's Lappy to send e-mails and pictures to your Wii Friends. So what are you waiting for? Fire up Strong Badia the Free and get ready to kick some doughy King of Town butt. [Nintendo]",https://sandbox.oxylabs.io/products/721,23
Mario Kart Wii,"84,99 €",Out of stock,"Mario Kart Wii comes with the intuitive Wii Wheel, which makes it easy for novices to compete against veterans, so no one is left in the dust. And with a broadband hookup to Nintendo Wi-Fi Connection, players can compete with up to 11 other drivers from around the world for racing dominance. The game includes 16 new courses and 16 classic courses from previous Mario Kart games. For the first time ever, players have the option of racing with either karts or motorbikes. Players can also hit the road as their personalized Mii caricatures in addition to the handful of classic Nintendo characters found in the game. True to the series, the game features tons of racing, plenty of power-ups and oodles of objects for players to use to slow down other drivers. And 10 battle arenas keep players busy between trips around the circuit. Mario Kart Wii supports four different control options: Wii Remote with or without the Wii Wheel, Wii Remote and Nunchuk controller combo, Classic Controller and even the Nintendo GameCube controller. So there's bound to be a configuration that fits everyone's style. Mario Kart Wii launches with a new channel added to the Wii Menu to enhance game play: The Mario Kart Wii Channel. This new channel builds on the online community of Wii owners and lets players compete in tournaments, check worldwide rankings, see when their friends are playing and download ghost data. [Nintendo]",https://sandbox.oxylabs.io/products/722,23
College Hoops 2K8,"59,99 €",In stock,"In the All-American Training Challenge, players can improve their game skills by competing in passing, shooting, and defensive tests against former college basketball standouts like Mike Conley Jr. of Ohio State, Julian Wright of Kansas, Glen ""Big Baby"" Davis of LSU, Alando Tucker of Wisconsin, Al Thornton of Florida State, J.J. Redick of Duke, and College Hoops 2K8 cover athlete, Greg Oden of Ohio State. Gamers can progress through the challenge drills against these great players while tracking their best times and highest scores in the game. With multiplayer support for up to four players, gamers can compete against their friends to see who has the best College Hoops skills. College basketball fans can truly feel the benefit of playing in front of a frenzied crowd—be it at home or in a neutral tournament venue—with the 6th Man Advantage where the energy of a team’s fans can motivate a team to play harder and with more confidence. During a game, the 6th Man Meter measures the current energy and excitement level of the crowd. By scoring often, playing good defense, and raising the excitement level of the crowd, the 6th Man Meter will rise. Once the meter is full, the home team gains the advantage of playing with less fatigue for a brief period while the opposing team starts to lose confidence in their playing ability. The 6th Man Advantage delivers a realistic element with how a great crowd can inspire their team to victory. [2K Sports]",https://sandbox.oxylabs.io/products/723,23
EA SPORTS UFC 4,"22,99 €",Out of stock,"In EA SPORTS UFC 4 the fighter you become is shaped by your fight style, your achievements, and your personality. Develop and customize your character through a unified progression system across all modes. Go from unknown amateur to UFC superstar in the new Career Mode, experience the origins of combat sports in two all-new environments; The Kumite and The Backyard, or challenge the world in new Blitz Battles or Online World Championships to become the undisputed champ. In gameplay, fluid clinch-to-strike combinations offer more responsive and authentic stand-up gameplay, while overhauled takedown and ground mechanics deliver more control in those key phases of the fight. No matter how, or where, you play EA SPORTS UFC 4 puts 'you' at the center of every fight.",https://sandbox.oxylabs.io/products/724,23
Desktop Dungeons,"76,99 €",In stock,"Desktop Dungeons is a quick-play roguelike puzzle game that gives you roughly 10 minutes of dungeon-crawling action per serving. It straddles the casual and hardcore boundary in that, while you might die frequently because the game is tricky and unforgiving, it’s so approachable and quick to get into that you keep wanting just one more.",https://sandbox.oxylabs.io/products/725,23
Crusader Kings II,"87,99 €",Out of stock,"In Crusader Kings II, you will get to control one of the great Christian dynasties of the West, attempt to conquer all of Europe, and liberate the Holy Land.",https://sandbox.oxylabs.io/products/726,23
Olympia Soiree,"82,99 €",In stock,"With her entire clan wiped out years ago, Olympia has been isolated for most of her life. Now she lives as the only person on Tenguu Island who can perform a ritual that restores light to a world shrouded in darkness. The heads of each Primary district Red, Blue, and Yellow lead a society governed by the island's rigid class structure.

As Olympia travels between the districts, she discovers their wonders and their weaknesses, as well as an entire underground community of shunned individuals whom she becomes determined to help. If she can find the person destined to be her soulmate, she will finally be able to open her heart and reveal her true name, continue her bloodline, and save the world before it is destroyed.",https://sandbox.oxylabs.io/products/727,23
Tainted Grail: Conquest,"75,99 €",Out of stock,"Avalon is dying. King Arthur is long gone, and Knights of the Round Table are in disarray. Guardian Menhirs, the only thing that makes it possible for humans to survive in this remote land, are going dark. Your village chose its best and brightest and sent them on an epic quest to reach Kamelot, find the Grail, and save the land.

You were not among them.

They've never returned, and now it's your turn to lead a band of unlikely heroes, the only ones this land can still provide. These ordinary people set off far too late, under-equipped for the task ahead, and with little hope of success.

Tainted Grail is a dark fantasy open-world RPG with fresh turn-based exploration and combat. It is based around deep, immersive story from one of the best and most innovative board games (biggest Kickstarter project of 2018!), but introduces a whole new experience crafted directly for PC.",https://sandbox.oxylabs.io/products/728,23
Art Academy: Home Studio,"79,99 €",In stock,Also known as Art Academy: Atelier.,https://sandbox.oxylabs.io/products/729,23
Europa 1400: The Guild,"83,99 €",Out of stock,"It's the year 1400. Europe sees the dawn of the ""golden age of the new departures and the free spirit"" - the late Middle Ages. Under the rule of the bourgeoisie and businessmen, more and more towns are emerging from the clutches of the aristocracy and are achieving independence, power and wealth. New businesses are flourishing, bringing financial strength and political influence to a growing economy. However, life in the narrow, overpopulated alleyways and streets of the towns also has its downsides: epidemics and diseases are spreading, and thieves and highwaymen lie in wait to get their piece of the wealth. Now you can try your hand in these exciting times of change. Will you head down the path of an honest craftsman or a dubious priest? [JoWood]",https://sandbox.oxylabs.io/products/730,23
Battle Realms,"85,99 €",In stock,"A fantasy RTS combining a unique Living Resource System with a detailed combat model. After seven years of exile, Kenji returns to his war-torn homeland. Will he rise above his bitterness and liberate the land under the Dragon Clan flag, or will he give in to his darker side and conquer it as his father's Serpent Clan did so many years ago? Regardless of Kenji's choice, his actions will force him into conflict with the sinister Lotus Clan, the noble Wolf Clan and a mysterious foe from the past. [Ubi Soft]",https://sandbox.oxylabs.io/products/731,23
Warlords Battlecry,"77,99 €",Out of stock,Prepare to enter the next generation of RTS. You'll develop a hero to lead your forces into battle. Share your abilities and spells with surrounding members of your army. And develop your hero as you expand your empire. Because what's the fun of winning a battle if you don't know who to carry off on your shoulders?  [Mattel Interactive],https://sandbox.oxylabs.io/products/732,23
Shin Megami Tensei: Digital Devil Saga 2,"37,99 €",In stock,"Serph, leader of the Embryon, wanders aimlessly through the lifeless streets before him. In the Junkyard, his Tribe fought a gruesome war, hoping the light of Heaven would relieve their suffering. In the end, Serph's world vanished, along with the comrades who stood by him. All that awaited him in Nirvana were endless streets littered with the silent remains of human statues. The Promised Land was nothing but a new hell. Guards in white appear through clouds of dust, threatening to arrest Serph as an unauthorized Avatar Tuner. He notices the Karma Temple 's insignia on their equipment as they throw it aside and transform into hideous demons. The water crown's power washes over Serph, and he realizes the Atma was not simply a nightmare of the Junkyard?nothing has changed but his surroundings. Devouring others is the only way to survive. What awaits Serph beyond Nirvana?a glorious paradise, or a sea of blood-soaked corpses? [Atlus]",https://sandbox.oxylabs.io/products/733,23
Paradise Killer,"77,99 €",Out of stock,"Paradise Island, a world outside reality. There’s been a murder that only ""investigation freak"" Lady Love Dies can solve. Gather evidence and interrogate suspects in this open world adventure. You can accuse anyone, but you’ll have to prove your case in trial to convict. It’s up to you to decide who’s guilty.",https://sandbox.oxylabs.io/products/734,23
Sam & Max Episode 201: Ice Station Santa,"82,99 €",In stock,"He's the most powerful opponent they've ever faced, an ancient being of myth – Santa Claus! With Christmas presents on the attack and carols of gunshots, Sam & Max must storm the North Pole to bring down a less-than-jolly foe. Can our heroes save the world's children from a holiday tainted by tears, turmoil, and Torture-Me-Elmer? Find out in the Season Two premiere, Ice Station Santa! [GameTap]",https://sandbox.oxylabs.io/products/735,23
Halo: Combat Evolved Anniversary,"82,99 €",Out of stock,"Halo: Combat Evolved Anniversary"" is a spectacularly remastered version of the original ""Halo"" campaign, created in celebration of the 10th anniversary of one of the most beloved franchises in gaming history. With a bounty of new features including cooperative play over Xbox LIVE, a bundle of some of the most beloved multiplayer maps in ""Halo"" history reimagined for Xbox LIVE, new challenges and a new story to uncover.",https://sandbox.oxylabs.io/products/736,23
N+,"75,99 €",In stock,"You are a ninja in N+. Your god-like speed, dexterity, jumping power, and reflexes are all the result of an amazingly fast metabolism; sadly, so is your natural lifespan of 1.5 minutes. Like all Ninjas, you have an unquenchable thirst for gold and a natural propensity for exploring rooms infested by increasingly lethal Ninja-killing robots. N emphasizes pacifism, humility, and the need to traverse 5 rooms before the end of your lifetime; a feat known only as ‘beating an episode’. In accordance with the teachings of N, it is your profound hope that one day you will develop your platforming skills, intelligence, and inexplicable ability to reincarnate to achieve total mastery of all 300 levels. [Atari]",https://sandbox.oxylabs.io/products/737,24
Major League Baseball 2K5,"74,99 €",Out of stock,"Major League Baseball 2K5 debuts On Command Baserunning, that includes active picture-in-picture baserunning, and new gameplay features called Maximum Sliding and Baseburner Mode. Active picture-in-picture baserunning delivers both an exciting presentation style and an intuitive method to precisely control runners. The new baserunning mechanic utilizes the right analog thumbstick to choose how baserunners slide -- head or feet first -- in conjunction with hook sliding left or right of the base. Players will be able to reach a base quicker, get up more quickly from a slide, or avoid being tagged out with the new freedom found in Maximum Sliding. Baseburner Mode allows the gamer to play any 'at-bat' through the perspective of any baserunner, delivering precision control to gamers. [2K Games]",https://sandbox.oxylabs.io/products/738,24
Brothers in Arms: Road to Hill 30,"75,99 €",In stock,"Created by Texas-based Gearbox Software, Brothers in Arms is the most realistic and authentic WWII shooter ever. While other WWII games have sugarcoated the war experience, Brothers in Arms is based on a true story and will immerse gamers into the gritty, uncensored and emotionally-charged side of war. The game puts you in the shoes of Sgt. Matt Baker, a D-Day paratrooper squad leader, and asks you to lead the squad as you balance their lives with the success of the mission. The true stories and historical events you experience on your perilous journey take you through real battlefields meticulously recreated from aerial reconnaissance images, US Army Signal Corps photos and eye-witness accounts of war-torn Normandy. Players of allskill levels can battle their way through this intense experience because of Brothers in Arms innovative and accessible command and control system. [Ubisoft]",https://sandbox.oxylabs.io/products/739,24
SOCOM: U.S. Navy SEALs Fireteam Bravo,"87,99 €",Out of stock,"SOCOM offers fans of the multi-million selling franchise all-new single-player and wireless multiplayer gaming missions in four different Areas of Operation (AO). Players are tasked with completing 14 unique, realistic international single-player missions, including Chile, which is a unique AO only available in the PSP release. As the SEAL commander, the player is supported by an AI teammate executing traditional SOCOM team-based tactical, stealth and action gameplay. After successfully completing a level, players can replay the mission in an entirely new way through the ""Instant Action"" option, with different objectives, enemy and object placement. In addition, multiple players are able to form clans and take on their friends for team based high-action gameplay in SOCOM Fireteam Bravo via a Wi-Fi connection. [SCEA]",https://sandbox.oxylabs.io/products/740,24
Art Style: ORBIENT,"82,99 €",In stock,"[WiiWare]  Explore the universe like never before in Art Style: ORBIENT. Take control of gravity and anti-gravity and carefully maneuver your small star through 50 stages set in multiple galaxies. Collide with other stars to absorb them and make your own star expand in size, or capture the stars in your orbit and have them become your satellites. Space isn't empty, though, and you'll have to avoid bumping into obstacles or getting pulled into a black hole. If you feel like relaxing while still being challenged, this is the game for you. Its combination of simple controls, atmospheric sound and unique environment make for an experience unlike any other. [Nintendo]",https://sandbox.oxylabs.io/products/741,24
Kingdom Hearts: Birth by Sleep,"86,99 €",Out of stock,"Long before Sora was chosen by his Keyblade, the worlds' safety lay in the hands of the true Keyblade Masters. Three youths - Terra, Ventus and Aqua - have been training long and hard under Master Eraqus to prove that they, too, exhibit the Mark of Mastery. But they will soon find themselves in the middle of a crisis affecting worlds far beyond their own - just as another Keyblade Master, Xehanort, goes mysteriously missing. Three friends, three destinies. Everything will link back to the beginning.",https://sandbox.oxylabs.io/products/742,24
The Last Guardian,"79,99 €",In stock,"It’s an action adventure title. It’s a story about a young boy who has been kidnapped or captured under strange circumstances. It’s about an encounter between that boy and the mysterious beast Trico amidst ancient ruins, and a story about their journey together in the hope of escaping their mysterious predicament. [Fumito Ueda via Playstation.com]",https://sandbox.oxylabs.io/products/743,24
Technobabylon,"77,99 €",Out of stock,"Technobabylon takes place in a dystopian cyberpunk future where genetic engineering is the norm, the addictive Trance has replaced almost any need for human interaction, and an omnipresent AI named Central powers the city. Its all-seeing CEL police force keeps tabs on everyone... including three people who are about to meet their maker.",https://sandbox.oxylabs.io/products/744,24
Madden NFL 09 All-Play,"74,99 €",In stock,"Madden NFL 09 All-Play features fun, approachable and innovative gameplay by unleashing the power of the Wii Remote through the all-new EA SPORTS Call Your Shots feature. Call Your Shots allows the player to create his or her own plays on the fly and direct receivers where they should run. Gamers of all skill levels can also enjoy an all-new fast paced 5-on-5 mode which has a reduced field length and big head NFL players.  Experienced Madden players or rookies to the game can utilize the all-new play calling system. No matter the skill level, players can be competitive with three playbooks to choose from, ranging from Easy to Advanced. [Electronic Arts]",https://sandbox.oxylabs.io/products/745,24
